player_name,info,overall_rating,potential_rating,age,wages,primary_foot,work_rate,strong_foot,weak_foot,release_clause,ref_url,hieght,weight,club,country
 Aníbal Leguizamón , CB |    2019 - 2024  , 67 , 67 , 28 ,  €875K €9.2K , R , M / M , 2   , 3   , €0 ,/player/251149/anibal-leguizamon," 186cm | 6'1"" ", High & Average (77kg | 170lbs) ,Emelec,Argentina
 Mohamed Réda Halaïmia ," RWB, RB, LB |    2019 - 2023  ", 67 , 72 , 23 ,  €1.4M €3.5K , R , H / M , 2   , 3   , €0 ,/player/251155/mohamed-reda-halaimia," 180cm | 5'10"" ", Average (74kg | 163lbs) ,Beerschot,Algeria
 Abdelali M'hamdi , GK |    2019 - 2022  , 67 , 69 , 28 ,  €875K €3.8K , R , M / M , 1   , 4   , €0 ,/player/251185/abdelali-m-hamdi," 192cm | 6'3"" ", High & Average+ (85kg | 187lbs) ,Abha Club,Morocco
 Tshegofatso Mabasa , ST |    2019 - 2023  , 67 , 72 , 23 ,  €1.6M €6.8K , R , M / M , 2   , 4   , €0 ,/player/251193/tshegofatso-mabasa," 180cm | 5'10"" ", Average (84kg | 185lbs) ,Orlando Pirates,South Africa
 Bongani Sam ," LB, CB, CDM |    2019 - 2023  ", 67 , 72 , 22 ,  €1.5M €5.5K , L , M / M , 2   , 3   , €0 ,/player/251195/bongani-sam," 171cm | 5'7"" ", Lean (66kg | 146lbs) ,Orlando Pirates,South Africa
 José Alejandro Suárez Suárez ," CB, RB |    2016 - 2024  ", 67 , 69 , 27 ,  €1.1M €3.4K , R , M / M , 2   , 3   , €2.2M ,/player/251337/jose-alejandro-suarez-suarez," 178cm | 5'10"" ", Average (72kg | 159lbs) ,UD Las Palmas,Spain
 Dino Štiglec , LB |    2019 - 2022  , 67 , 67 , 29 ,  €900K €3.2K , L , H / M , 2   , 3   , €0 ,/player/251362/dino-stiglec," 189cm | 6'2"" ", High & Average (80kg | 176lbs) ,Śląsk Wrocław,Croatia
 Brennan Johnson ," LW, RW |    2019 - 2023  ", 67 , 82 , 19 ,  €2.4M €3.1K , R , H / M , 2   , 4   , €0 ,/player/251421/brennan-johnson," 181cm | 5'11"" ", Lean (71kg | 157lbs) ,Lincoln City,Wales
 Yassin Ben Balla ," CDM, CM |    2020 - 2021  ", 67 , 73 , 24 ,  €1.5M €4.5K , R , L / H , 2   , 3   , €0 ,/player/251441/yassin-ben-balla," 181cm | 5'11"" ", Lean (72kg | 159lbs) ,Eintracht Braunschweig,France
 Feliciano Brizuela ," RW, LW, RM |    2021 - 2021  ", 67 , 69 , 23 ,  €1.3M €5.5K , R , M / L , 2   , 2   , €0 ,/player/251461/feliciano-brizuela," 175cm | 5'8"" ", Average (75kg | 165lbs) ,Guaireña FC,Paraguay
 Javier Rojas , GK |    2020 - 2021  , 67 , 73 , 24 ,  €1.3M €5.5K , R , M / M , 1   , 2   , €0 ,/player/251498/javier-rojas," 185cm | 6'0"" ", High & Average (86kg | 190lbs) ,Bolívar,Bolivia
 Varol Tasar ," RM, LM, RW |    2020 - 2024  ", 67 , 72 , 23 ,  €1.5M €4.7K , L , H / M , 3   , 3   , €0 ,/player/251604/varol-tasar," 174cm | 5'8"" ", Average (65kg | 143lbs) ,FC Luzern,Germany
 Francisco Moura ," LB, LM, CM |    2017 - 2026  ", 67 , 79 , 20 ,  €2.3M €3.2K , L , H / M , 2   , 2   , €5.9M ,/player/251615/francisco-moura," 181cm | 5'11"" ", Average (66kg | 146lbs) ,Braga,Portugal
 Milan van Ewijk , RB |    2019 - 2022  , 67 , 78 , 19 ,  €2.1M €1.7K , R , M / M , 2   , 2   , €0 ,/player/251626/milan-van-ewijk," 175cm | 5'8"" ", Average (70kg | 154lbs) ,ADO Den Haag,Holland
 Mathías Guerreyro ," RM, RW |    2011 - 2024  ", 67 , 67 , 32 ,  €800K €5.8K , R , M / M , 3   , 3   , €0 ,/player/251699/mathias-guerreyro," 178cm | 5'10"" ", Lean (70kg | 154lbs) ,NG - FA,Ecuador
 Mateo Farrero , CAM |    2013 - 2024  , 67 , 67 , 27 ,  €1.1M €5.8K , R , M / M , 3   , 4   , €0 ,/player/251719/mateo-farrero," 167cm | 5'5"" ", Short & Lean- (69kg | 152lbs) ,NG - FA,Ecuador
 Saad Agouzoul , CB |    2019 - 2024  , 67 , 74 , 22 ,  €1.9M €3.2K , L , M / M , 2   , 3   , €0 ,/player/251751/saad-agouzoul," 192cm | 6'3"" ", High & Average+ (75kg | 165lbs) ,Mouscron,Morocco
 Sam Kersten , CB |    2019 - 2024  , 67 , 73 , 22 ,  €1.5M €3K , R , M / M , 2   , 3   , €0 ,/player/251754/sam-kersten," 191cm | 6'3"" ", High & Average (79kg | 174lbs) ,PEC Zwolle,Holland
 Walter Clar ," LB, LWB |    2020 - 2021  ", 67 , 69 , 25 ,  €1.2M €5.5K , L , M / H , 2   , 2   , €0 ,/player/251776/walter-clar," 177cm | 5'9"" ", Lean (73kg | 161lbs) ,Nacional Asunción,Paraguay
 Leandro Requena , GK |    2019 - 2021  , 67 , 67 , 32 ,  €500K €3.3K , L , M / M , 1   , 3   , €0 ,/player/251818/leandro-requena," 186cm | 6'1"" ", High & Average (80kg | 176lbs) ,Cobresal,Argentina
 Yusuf Demir ," CAM, RM |    2019 - 2022  ", 67 , 88 , 17 ,  €3.2M €1.3K , L , H / L , 3   , 3   , €0 ,/player/251873/yusuf-demir," 173cm | 5'8"" ", Lean (65kg | 143lbs) ,Rapid Wien,Austria
 Simón Moreno Barroso , ST |    2019 - 2021  , 67 , 74 , 23 ,  €2.1M €3.1K , R , H / M , 3   , 3   , €0 ,/player/251914/simon-moreno-barroso," 174cm | 5'8"" ", Average (73kg | 161lbs) ,CD Mirandés,Spain
 Crysencio Summerville ," RW, RM, LM |    2020 - 2023  ", 67 , 80 , 18 ,  €2.4M €12K , R , M / L , 3   , 3   , €0 ,/player/251954/crysencio-summerville," 174cm | 5'8"" ", Lean (64kg | 141lbs) ,Leeds United,Holland
 Aster Vranckx ," CM, CDM |    2019 - 2022  ", 67 , 85 , 17 ,  €2.5M €700 , R , H / H , 3   , 5   , €6.2M ,/player/252027/aster-vranckx," 183cm | 6'0"" ", Average (78kg | 172lbs) ,KV Mechelen,Belgium
 Pablo Trigueros Estrada , CB |    2020 - 2021  , 67 , 69 , 27 ,  €1.1M €3K , R , M / M , 2   , 3   , €2.1M ,/player/252085/pablo-trigueros-estrada," 188cm | 6'2"" ", High & Average+ (78kg | 172lbs) ,CD Mirandés,Spain
 Benjamín Rollheiser , RW |    2019 - 2022  , 67 , 79 , 20 ,  €2.5M €6.2K , L , M / M , 3   , 2   , €0 ,/player/252114/benjamin-rollheiser," 175cm | 5'8"" ", Average (71kg | 157lbs) ,Núñez,Argentina
 Salvatore Esposito , CM |    2019 - 2022  , 67 , 80 , 19 ,  €2.4M €3.6K , R , M / M , 2   , 3   , €0 ,/player/252290/salvatore-esposito," 178cm | 5'10"" ", Average (70kg | 154lbs) ,Spal,Italy
 Pedro Augusto Borges da Costa ," CDM, CM |    2019 - 2023  ", 67 , 74 , 23 ,  €1.9M €2.3K , L , M / H , 2   , 5   , €0 ,/player/252291/pedro-augusto-borges-da-costa," 181cm | 5'11"" ", Lean (75kg | 165lbs) ,Tondela,Brazil
 David Nemeth , CB |    2020 - 2024  , 67 , 76 , 19 ,  €2.1M €3.5K , R , M / M , 2   , 4   , €0 ,/player/252317/david-nemeth," 191cm | 6'3"" ", High & Average (87kg | 192lbs) ,Sturm Graz,Austria
 Jason Knight ," CM, CAM, LM |    2019 - 2023  ", 67 , 81 , 19 ,  €2.4M €5.4K , R , M / M , 2   , 3   , €0 ,/player/252376/jason-knight," 176cm | 5'9"" ", Lean (72kg | 159lbs) ,Derby County,Republic of Ireland
 Ronaldo Deaconu ," CAM, CM, CDM |    2020 - 2022  ", 67 , 73 , 23 ,  €1.6M €3.5K , L , H / M , 3   , 2   , €0 ,/player/252484/ronaldo-deaconu," 181cm | 5'11"" ", Average (73kg | 161lbs) ,Gaz Metan Mediaș,Romania
 Killian Sardella ," RB, LB |    2019 - 2025  ", 67 , 83 , 18 ,  €2.5M €1.9K , R , M / M , 2   , 4   , €0 ,/player/252488/killian-sardella," 177cm | 5'9"" ", Average (64kg | 141lbs) ,Anderlecht,Belgium
 Jakub Kamiński ," LM, RM |    2019 - 2024  ", 67 , 83 , 18 ,  €2.6M €1.3K , R , H / M , 3   , 3   , €0 ,/player/252495/jakub-kaminski," 179cm | 5'10"" ", Lean (68kg | 150lbs) ,Lech Poznań,Poland
 João Ferreira , RB |    2019 - 2026  , 67 , 78 , 19 ,  €2.1M €2.1K , R , M / M , 2   , 2   , €5.1M ,/player/252577/joao-ferreira," 184cm | 6'0"" ", Average (73kg | 161lbs) ,SL Benfica,Portugal
 Isaac Lihadji , RM |    2020 - 2023  , 67 , 82 , 18 ,  €2.4M €3.8K , L , M / M , 4   , 3   , €0 ,/player/252594/isaac-lihadji," 177cm | 5'9"" ", Lean (70kg | 154lbs) ,LOSC Lille,France
 Marco Sala ," LB, LM |    2019 - 2024  ", 67 , 77 , 21 ,  €2.2M €4.2K , L , H / M , 2   , 3   , €0 ,/player/252704/marco-sala," 182cm | 5'11"" ", Lean (70kg | 154lbs) ,Spal,Italy
 Sergio Bermejo Lillo ," RM, CAM |    2020 - 2024  ", 67 , 76 , 22 ,  €2.3M €3.3K , L , H / M , 3   , 3   , €4.7M ,/player/252864/sergio-bermejo-lillo," 170cm | 5'6"" ", Short & Lean- (68kg | 150lbs) ,Real Zaragoza,Spain
 Iker Losada Aragunde ," ST, RW |    2019 - 2023  ", 67 , 80 , 18 ,  €2.4M €3.2K , R , M / M , 3   , 3   , €7.4M ,/player/252865/iker-losada-aragunde," 175cm | 5'8"" ", Lean (70kg | 154lbs) ,RC Celta de Vigo,Spain
 Kevin Álvarez ," RB, RM |    2018 - 2022  ", 67 , 76 , 21 ,  €2.2M €3.9K , R , H / M , 2   , 3   , €0 ,/player/253008/kevin-alvarez," 176cm | 5'9"" ", Lean (66kg | 146lbs) ,Pachuca,Mexico
 Yunus Musah , RM |    2019 - 2026  , 67 , 82 , 17 ,  €2.3M €1.4K , R , M / L , 4   , 3   , €7.1M ,/player/253177/yunus-musah," 178cm | 5'10"" ", Average (73kg | 161lbs) ,Valencia CF,United States
 Aiyegun Tosin , RM |    2019 - 2024  , 67 , 79 , 22 ,  €2.5M €4.7K , R , M / M , 3   , 4   , €0 ,/player/253181/aiyegun-tosin," 179cm | 5'10"" ", Stocky (77kg | 170lbs) ,FC Zürich,Nigeria
 Matías Zunino ," RM, CF |    2020 - 2022  ", 67 , 67 , 30 ,  €975K €6.8K , R , H / M , 2   , 3   , €0 ,/player/253286/matias-zunino," 172cm | 5'7"" ", Average (77kg | 170lbs) ,LDU Quito,Uruguay
 Mathías Laborda ," CB, RB |    2019 - 2021  ", 67 , 75 , 20 ,  €2.1M €5.9K , R , M / M , 2   , 3   , €0 ,/player/253296/mathias-laborda," 182cm | 5'11"" ", Average (72kg | 159lbs) ,Nacional de Montevideo,Uruguay
 Jeison Chalá ," RW, RM |    2021 - 2023  ", 67 , 68 , 25 ,  €1.2M €4K , R , M / M , 3   , 3   , €0 ,/player/253364/jeison-chala," 182cm | 5'11"" ", Average (70kg | 154lbs) ,Godoy Cruz,Ecuador
 Bünyamin Balcı ," RB, RM, CM |    2018 - 2025  ", 67 , 76 , 20 ,  €2.1M €4K , R , M / M , 2   , 2   , €0 ,/player/253463/bunyamin-balci," 174cm | 5'8"" ", Lean (69kg | 152lbs) ,Antalyaspor,Turkey
 Samuele Ricci ," CM, CDM |    2019 - 2024  ", 67 , 85 , 18 ,  €2.6M €2.7K , R , M / M , 2   , 3   , €0 ,/player/253473/samuele-ricci," 178cm | 5'10"" ", Lean (72kg | 159lbs) ,Empoli,Italy
 Bruno Pascua ," RW, RM |    2020 - 2021  ", 67 , 67 , 30 ,  €975K €6.3K , R , H / M , 4   , 4   , €0 ,/player/253554/bruno-pascua," 175cm | 5'8"" ", Lean (60kg | 132lbs) ,Guabirá,Spain
 Luis Torrico , CB |    2021 - 2021  , 67 , 67 , 33 ,  €475K €5.3K , R , L / M , 2   , 2   , €0 ,/player/253596/luis-torrico," 181cm | 5'11"" ", Average (83kg | 183lbs) ,Nacional Potosí,Bolivia
 Jhohan Gutíerrez , GK |    2020 - 2021  , 67 , 68 , 23 ,  €950K €3.5K , R , M / M , 1   , 2   , €0 ,/player/253637/jhohan-gutierrez," 177cm | 5'9"" ", Average (72kg | 159lbs) ,Atlético Palmaflor,Bolivia
 Vladimir Castellón ," LM, ST |    2021 - 2021  ", 67 , 67 , 30 ,  €975K €5.8K , R , H / H , 3   , 3   , €0 ,/player/253652/vladimir-castellon," 175cm | 5'8"" ", Average (72kg | 159lbs) ,Atlético Palmaflor,Bolivia
 Talles Magno ," LM, CF |    2021 - 2026  ", 67 , 85 , 18 ,  €2.6M €1K , R , H / M , 5   , 4   , €6.2M ,/player/253755/talles-magno," 186cm | 6'1"" ", High & Average+ (70kg | 154lbs) ,New York City FC,Brazil
 Brayan Velarde , CB |    2018 - 2022  , 67 , 71 , 21 ,  €1.3M €5.9K , R , L / H , 2   , 2   , €0 ,/player/253786/brayan-velarde," 180cm | 5'10"" ", Average (72kg | 159lbs) ,Universitario de Deportes,Peru
 Rafael Guarderas , CDM |    2015 - 2021  , 67 , 68 , 26 ,  €1.1M €8.2K , L , M / H , 2   , 3   , €0 ,/player/253810/rafael-guarderas," 177cm | 5'9"" ", Average (76kg | 168lbs) ,Universitario de Deportes,Peru
 David Noboa , CDM |    2021 - 2024  , 67 , 71 , 25 ,  €1.3M €6K , R , M / H , 2   , 3   , €0 ,/player/253824/david-noboa," 183cm | 6'0"" ", Average (79kg | 174lbs) ,Guayaquil City,Ecuador
 Juan Acosta ," RB, RM |    2020 - 2021  ", 67 , 68 , 26 ,  €1.1M €8.2K , R , M / L , 2   , 2   , €0 ,/player/253886/juan-acosta," 173cm | 5'8"" ", Average (71kg | 157lbs) ,Peñarol,Uruguay
 Irwin Antón ," ST, CF |    2020 - 2021  ", 67 , 67 , 31 ,  €850K €5K , R , H / L , 3   , 3   , €0 ,/player/253913/irwin-anton," 180cm | 5'10"" ", Average (78kg | 172lbs) ,Metropolitanos FC,Venezuela
 Mothobi Mvala ," CDM, CM |    2020 - 0  ", 67 , 71 , 26 ,  €1.3M €5.3K , R , M / M , 2   , 3   , €2.5M ,/player/253947/mothobi-mvala," 176cm | 5'9"" ", Average (72kg | 159lbs) ,NG - FA,South Africa
 Alexis Blanco , ST |    2021 - 2021  , 67 , 67 , 32 ,  €825K €6.3K , R , M / M , 3   , 3   , €0 ,/player/254071/alexis-blanco," 187cm | 6'1"" ", High & Average (85kg | 187lbs) ,Universidad Técnica de Cajamarca,Argentina
 Ángel Gracia ," LB, LM |    2021 - 2021  ", 67 , 67 , 31 ,  €750K €8.8K , L , H / L , 2   , 3   , €0 ,/player/254200/angel-gracia," 174cm | 5'8"" ", Average (75kg | 165lbs) ,Emelec,Ecuador
 Alexander Alvarado ," LM, LW |    2021 - 2022  ", 67 , 77 , 21 ,  €2.3M €2.2K , R , H / L , 4   , 3   , €0 ,/player/254206/alexander-alvarado," 165cm | 5'4"" ", Short & Lean (60kg | 132lbs) ,Orlando City SC,Ecuador
 Anderson Oliveira ," RW, LW |    2019 - 2023  ", 67 , 77 , 21 ,  €2.3M €2.6K , R , H / M , 3   , 4   , €0 ,/player/254225/anderson-oliveira," 171cm | 5'7"" ", Average (64kg | 141lbs) ,Portimonense,Brazil
 Bryan Carabali ," RM, LB, RB |    2019 - 2024  ", 67 , 71 , 22 ,  €1.5M €8.4K , R , M / M , 2   , 4   , €0 ,/player/254238/bryan-carabali," 168cm | 5'6"" ", Short & Lean- (68kg | 150lbs) ,Emelec,Ecuador
 Astrit Selmani , ST |    2021 - 2024  , 67 , 73 , 23 ,  €1.6M €2.2K , R , M / M , 3   , 3   , €0 ,/player/254281/astrit-selmani," 184cm | 6'0"" ", Average (82kg | 181lbs) ,Hammarby IF,Sweden
 Jorge Padilla Soler ," ST, CAM |    2019 - 2025  ", 67 , 80 , 19 ,  €2.4M €2.5K , R , H / H , 3   , 3   , €6M ,/player/254320/jorge-padilla-soler," 175cm | 5'8"" ", Lean (66kg | 146lbs) ,CD Tenerife,Spain
 David Ayala , CDM |    2019 - 2023  , 67 , 83 , 17 ,  €2.4M €500 , L , M / M , 3   , 3   , €5.7M ,/player/254578/david-ayala," 173cm | 5'8"" ", Lean (62kg | 137lbs) ,Estudiantes de La Plata,Argentina
 Gastón Olveira , GK |    2013 - 2021  , 67 , 70 , 27 ,  €1000K €7.1K , R , M / M , 1   , 2   , €0 ,/player/254601/gaston-olveira," 191cm | 6'3"" ", High & Average (80kg | 176lbs) ,Olimpia Asunción,Uruguay
 Mehdi Zerkane ," RM, CM |    2019 - 2024  ", 67 , 77 , 20 ,  €2.2M €7.4K , L , M / M , 3   , 3   , €0 ,/player/254659/mehdi-zerkane," 185cm | 6'0"" ", High & Average (73kg | 161lbs) ,Girondins de Bordeaux,Algeria
 Ebrima Colley , CF |    2019 - 2023  , 67 , 80 , 20 ,  €2.5M €7.2K , R , H / L , 2   , 3   , €0 ,/player/254692/ebrima-colley," 182cm | 5'11"" ", Lean (75kg | 165lbs) ,Hellas Verona,Gambia
 Fernando Romero , ST |    2021 - 2024  , 67 , 78 , 20 ,  €2.3M €6.4K , R , H / L , 2   , 3   , €0 ,/player/254725/fernando-romero," 175cm | 5'8"" ", Average (70kg | 154lbs) ,Cerro Porteño,Paraguay
 Youssouph Badji , ST |    2020 - 2025  , 67 , 81 , 18 ,  €2.4M €3.5K , R , H / H , 2   , 3   , €0 ,/player/254849/youssouph-badji," 192cm | 6'3"" ", High & Average (80kg | 176lbs) ,Club Brugge,Senegal
 Hayato Nakama ," LM, CM, CF |    2020 - 2022  ", 67 , 67 , 28 ,  €1000K €4.2K , R , H / L , 3   , 2   , €0 ,/player/254881/hayato-nakama," 170cm | 5'6"" ", Short & Lean- (64kg | 141lbs) ,Kashiwa Reysol,Japan
 Naoki Nomura , CF |    2020 - 2022  , 67 , 67 , 29 ,  €1000K €2.1K , R , H / M , 3   , 5   , €0 ,/player/254889/naoki-nomura," 168cm | 5'6"" ", Short & Lean (65kg | 143lbs) ,Oita Trinita,Japan
 Yuya Asano ," CF, ST, RW |    2019 - 2022  ", 67 , 71 , 23 ,  €1.5M €3.9K , L , M / M , 2   , 3   , €0 ,/player/255005/yuya-asano," 173cm | 5'8"" ", Average (72kg | 159lbs) ,Sanfrecce Hiroshima,Japan
 Kenneth Taylor ," CM, CDM |    2018 - 2024  ", 67 , 83 , 18 ,  €2.6M €1.8K , L , M / M , 3   , 4   , €0 ,/player/255009/kenneth-taylor," 182cm | 5'11"" ", Average (70kg | 154lbs) ,Ajax,Holland
 Jeremy Marquez ," CM, CDM |    2020 - 2023  ", 67 , 82 , 20 ,  €2.4M €3.6K , R , M / H , 2   , 3   , €6.3M ,/player/255111/jeremy-marquez," 177cm | 5'9"" ", Lean (68kg | 150lbs) ,Atlas,Mexico
 Bogdan Milovanov , RB |    2018 - 2024  , 67 , 76 , 22 ,  €2.2M €3K , R , M / H , 3   , 3   , €4.5M ,/player/255154/bogdan-milovanov," 178cm | 5'10"" ", Average (75kg | 165lbs) ,Real Sporting de Gijón,Ukraine
 Juan de Dios Rivas ," CB, CDM |    2018 - 2023  ", 67 , 79 , 21 ,  €2.4M €2.5K , R , M / M , 2   , 3   , €0 ,/player/255158/juan-de-dios-rivas," 185cm | 6'0"" ", High & Average (78kg | 172lbs) ,Málaga CF,Spain
 Alexis Doldán , CB |    2020 - 2021  , 67 , 73 , 23 ,  €1.5M €3.1K , R , L / H , 2   , 3   , €0 ,/player/255240/alexis-doldan," 178cm | 5'10"" ", Average (72kg | 159lbs) ,Gallos Blancos de Querétaro,Paraguay
 Youssouf Ndayishimiye ," CDM, CM, CB |    2021 - 2025  ", 67 , 75 , 21 ,  €2.2M €7.5K , R , M / H , 2   , 3   , €0 ,/player/255533/youssouf-ndayishimiye," 183cm | 6'0"" ", Stocky (78kg | 172lbs) ,Istanbul Başakşehir FK,Burundi
 Pedro Raul , ST |    2021 - 2024  , 67 , 71 , 23 ,  €1.5M €3.9K , R , M / L , 2   , 4   , €0 ,/player/255753/pedro-raul," 192cm | 6'3"" ", High & Average (86kg | 190lbs) ,Kashiwa Reysol,Brazil
 Jakov Puljić , ST |    2020 - 2022  , 67 , 67 , 26 ,  €1.1M €4.1K , R , M / M , 2   , 5   , €0 ,/player/255761/jakov-puljic," 187cm | 6'1"" ", High & Average (72kg | 159lbs) ,Jagiellonia Białystok,Croatia
 Walid Azaro , ST |    2020 - 2022  , 67 , 70 , 25 ,  €1.4M €10K , R , H / M , 2   , 3   , €0 ,/player/255766/walid-azaro," 183cm | 6'0"" ", Average (83kg | 183lbs) ,Al Ettifaq,Morocco
 Nicolás Sosa ," ST, CF |    2020 - 2023  ", 67 , 72 , 24 ,  €1.6M €7.7K , R , H / L , 2   , 2   , €0 ,/player/255773/nicolas-sosa," 177cm | 5'9"" ", Average (66kg | 146lbs) ,León,Uruguay
 Ranko Veselinović , CB |    2020 - 2023  , 67 , 74 , 21 ,  €1.9M €2K , R , L / M , 2   , 3   , €0 ,/player/255827/ranko-veselinovic," 188cm | 6'2"" ", High & Average (77kg | 170lbs) ,Vancouver Whitecaps,Serbia
 Janis Antiste , ST |    2019 - 2023  , 67 , 82 , 17 ,  €2.3M €600 , R , M / M , 3   , 3   , €6.3M ,/player/255839/janis-antiste," 182cm | 5'11"" ", Average (77kg | 170lbs) ,Toulouse FC,France
 Jean Onana ," CDM, CM |    2020 - 2025  ", 67 , 76 , 20 ,  €2.1M €2.6K , R , M / M , 2   , 3   , €0 ,/player/255934/jean-onana," 189cm | 6'2"" ", High & Average (82kg | 181lbs) ,Mouscron,Cameroon
 Guillermo Rosas Alonso , RB |    2019 - 2025  , 67 , 79 , 20 ,  €2.3M €2.5K , R , H / M , 3   , 3   , €4.7M ,/player/256080/guillermo-rosas-alonso," 174cm | 5'8"" ", Average (67kg | 148lbs) ,Real Sporting de Gijón,Spain
 Hugo Martínez ," CDM, CM |    2018 - 2021  ", 67 , 78 , 20 ,  €2.1M €5.7K , R , M / H , 2   , 3   , €0 ,/player/256149/hugo-martinez," 170cm | 5'6"" ", Short and Balanced  (68kg | 150lbs) ,Libertad,Paraguay
 Wellington Ramírez , GK |    2018 - 2023  , 67 , 82 , 19 ,  €2.1M €2.1K , R , M / M , 1   , 2   , €0 ,/player/256161/wellington-ramirez," 188cm | 6'2"" ", High & Average (68kg | 150lbs) ,Independiente del Valle,Ecuador
 Armando Broja , ST |    2020 - 2022  , 67 , 83 , 18 ,  €2.6M €2.8K , R , M / M , 3   , 3   , €6.2M ,/player/256268/armando-broja," 191cm | 6'3"" ", High & Average+ (75kg | 165lbs) ,Vitesse,Albania
 Carlos Alcaraz ," CAM, CM, LM |    2020 - 2025  ", 67 , 82 , 17 ,  €2.3M €800 , R , H / L , 2   , 3   , €0 ,/player/256402/carlos-alcaraz," 176cm | 5'9"" ", Lean (70kg | 154lbs) ,Racing Club de Avellaneda,Argentina
 Marco Grüll ," ST, LM, RM |    2019 - 2021  ", 67 , 74 , 22 ,  €2.1M €4.1K , R , M / M , 3   , 5   , €0 ,/player/256548/marco-grull," 184cm | 6'0"" ", Average (74kg | 163lbs) ,SV Ried,Austria
 Jessic Ngankam ," ST, RM |    2019 - 2023  ", 67 , 81 , 19 ,  €2.4M €8.7K , R , M / M , 2   , 4   , €0 ,/player/256658/jessic-ngankam," 182cm | 5'11"" ", Average (80kg | 176lbs) ,Hertha BSC,Germany
 Julian Justvan ," CAM, RM, CM |    2020 - 2022  ", 67 , 75 , 22 ,  €2.3M €6K , L , H / L , 2   , 3   , €4.7M ,/player/256674/julian-justvan," 178cm | 5'10"" ", Average (65kg | 143lbs) ,SC Paderborn 07,Germany
 Jan Elvedi , CB |    2020 - 2022  , 67 , 70 , 23 ,  €1.2M €3.9K , R , M / H , 2   , 3   , €0 ,/player/256705/jan-elvedi," 186cm | 6'1"" ", High & Average (76kg | 168lbs) ,Jahn Regensburg,Switzerland
 Luca Netz ," LB, LM |    2019 - 2023  ", 67 , 84 , 17 ,  €2.4M €600 , L , M / M , 2   , 3   , €0 ,/player/256781/luca-netz," 180cm | 5'10"" ", Average (74kg | 163lbs) ,Hertha BSC,Germany
 Gaspar Campos-Ansó ," LM, RM, CAM |    2020 - 2025  ", 67 , 81 , 20 ,  €2.5M €2.8K , R , M / M , 3   , 4   , €6M ,/player/256885/gaspar-campos-anso," 175cm | 5'8"" ", Average (73kg | 161lbs) ,Real Sporting de Gijón,Spain
 Gonçalo Ramos , CF |    2019 - 2025  , 67 , 84 , 19 ,  €2.7M €2.9K , R , M / L , 2   , 4   , €0 ,/player/256903/goncalo-ramos," 185cm | 6'0"" ", High & Average (79kg | 174lbs) ,SL Benfica,Portugal
 Amadou Onana ," CDM, CM |    2020 - 2024  ", 67 , 84 , 18 ,  €2.5M €1.3K , R , M / M , 2   , 4   , €0 ,/player/257057/amadou-onana," 192cm | 6'3"" ", High & Average (76kg | 168lbs) ,Hamburger SV,Belgium
 Tyrhys Dolan ," RW, LW, ST |    2020 - 2024  ", 67 , 83 , 18 ,  €2.6M €6K , R , M / M , 4   , 3   , €0 ,/player/257063/tyrhys-dolan," 164cm | 5'4"" ", Short & Lean (63kg | 139lbs) ,Blackburn Rovers,England
 Anton Stach ," CDM, CM |    2020 - 2023  ", 67 , 75 , 21 ,  €2.2M €2.5K , R , H / M , 2   , 3   , €4.3M ,/player/257191/anton-stach," 194cm | 6'4"" ", High & Average (87kg | 192lbs) ,SpVgg Greuther Fürth,Germany
 Rúben Freitas , RB |    2020 - 2022  , 67 , 67 , 27 ,  €975K €3.8K , R , H / M , 2   , 4   , €0 ,/player/257229/ruben-freitas," 180cm | 5'10"" ", Average (76kg | 168lbs) ,Nacional (Madeira),Portugal
 Eliel Peretz ," CAM, LM, ST |    2020 - 2022  ", 67 , 72 , 23 ,  €1.5M €5.2K , R , H / M , 2   , 3   , €0 ,/player/257243/eliel-peretz," 189cm | 6'2"" ", High & Average (84kg | 185lbs) ,Wolfsberger AC,Israel
 Nick Bätzner ," CAM, CM |    2020 - 2023  ", 67 , 76 , 20 ,  €2.2M €3.3K , R , M / M , 3   , 3   , €4.1M ,/player/257307/nick-batzner," 175cm | 5'8"" ", Lean (63kg | 139lbs) ,Oostende,Germany
 Alessandro Albanese ," LM, RM, CAM |    2020 - 2023  ", 67 , 76 , 20 ,  €2.2M €3K , R , H / H , 3   , 4   , €4.1M ,/player/257398/alessandro-albanese," 174cm | 5'8"" ", Average (70kg | 154lbs) ,Waasland-Beveren,Belgium
 Rubén Díez Adán ," ST, CM, RM |    2019 - 2021  ", 67 , 67 , 26 ,  €1.1M €3.5K , R , H / M , 4   , 3   , €2M ,/player/257558/ruben-diez-adan," 166cm | 5'5"" ", Short & Lean (62kg | 137lbs) ,CD Castellón,Spain
 Pablo Moreno ," ST, LM |    2020 - 2022  ", 67 , 80 , 18 ,  €2.4M €1.6K , R , M / M , 4   , 3   , €0 ,/player/257566/pablo-moreno," 174cm | 5'8"" ", Average (73kg | 161lbs) ,Girona FC,Spain
 Gianluca Frabotta ," LB, LM |    2020 - 2023  ", 67 , 76 , 21 ,  €2.2M €13K , L , M / M , 2   , 3   , €0 ,/player/257713/gianluca-frabotta," 187cm | 6'1"" ", High & Average+ (70kg | 154lbs) ,Piemonte Calcio,Italy
